Node_ID,X,Y,Z
359,30.0,12.0,0.0
360,33.0,12.0,3.0
361,33.0,15.0,3.0
362,30.0,15.0,3.0
363,30.0,12.0,3.0
364,33.0,12.0,6.0
365,33.0,15.0,6.0
366,30.0,15.0,6.0
367,30.0,12.0,6.0
368,33.0,12.0,9.0
369,33.0,15.0,9.0
370,30.0,15.0,9.0
371,30.0,12.0,9.0
372,33.0,12.0,12.0
373,33.0,15.0,12.0
374,30.0,15.0,12.0
375,30.0,12.0,12.0
376,30.0,9.0,0.0
377,30.0,6.0,0.0
378,30.0,8.9999999999999,3.0
379,30.0,5.9999999999999,3.0
380,30.0,8.9999999999999,6.0
381,30.0,5.9999999999999,6.0
382,30.0,9.0,9.0
383,30.0,5.9999999999999,9.0
384,30.0,9.0,12.0
385,30.0,5.9999999999999,12.0
386,36.0,9.0,0.0
387,33.0,9.0,0.0
388,36.0,9.0,3.0
389,33.0,8.9999999999999,3.0
390,36.0,9.0,6.0
391,33.0,9.0,6.0
392,36.0,9.0,9.0
393,33.0,9.0,9.0
394,36.0,9.0,12.0
395,33.0,9.0,12.0
396,27.0,-1.77635684e-14,0.0
397,27.0,3.0,0.0
398,24.0,3.0,0.0
399,24.0,-1.77635684e-14,0.0
400,27.0,-5.1374599e-14,3.0
401,27.0,2.9999999999999,3.0
402,24.0,3.0,3.0
403,24.0,-4.88640609e-14,3.0
404,27.0,-7.04181158e-14,6.0
405,27.0,2.9999999999999,6.0
406,24.0,2.9999999999999,6.0
407,24.0,-7.03706075e-14,6.0
408,27.0,-8.94616325e-14,9.0
409,27.0,2.9999999999999,9.0
410,24.0,2.9999999999999,9.0
411,24.0,-9.1877154e-14,9.0
412,27.0,-1.08505149e-13,12.0
413,27.0,2.9999999999999,12.0
414,24.0,2.9999999999999,12.0
415,24.0,-1.13383701e-13,12.0
416,12.0,15.0,0.0
417,8.9999999999999,15.0,0.0
418,12.0,15.0,3.0
419,8.9999999999999,15.0,3.0
420,12.0,15.0,6.0
421,8.9999999999999,15.0,6.0
422,12.0,15.0,9.0
423,8.9999999999999,15.0,9.0
424,12.0,15.0,12.0
425,8.9999999999998,15.0,12.0
426,15.0,3.0,0.0
427,15.0,6.0,0.0
428,12.0,5.9999999999999,0.0
429,12.0,3.0,0.0
430,15.0,2.9999999999999,3.0
431,15.0,5.9999999999999,3.0
432,12.0,5.9999999999999,3.0
433,12.0,2.9999999999999,3.0
434,15.0,2.9999999999999,6.0
435,15.0,5.9999999999999,6.0
436,12.0,5.9999999999999,6.0
437,12.0,2.9999999999999,6.0
438,15.0,2.9999999999999,9.0
439,15.0,5.9999999999999,9.0
440,12.0,5.9999999999999,9.0
441,12.0,2.9999999999999,9.0
442,15.0,2.9999999999999,12.0
443,15.0,5.9999999999999,12.0
444,12.0,5.9999999999999,12.0
445,12.0,2.9999999999999,12.0
446,21.0,9.0,0.0
447,21.0,12.0,0.0
448,18.0,12.0,0.0
449,18.0,9.0,0.0
450,21.0,8.9999999999999,3.0
451,21.0,12.0,3.0
452,18.0,12.0,3.0
453,18.0,8.9999999999999,3.0
454,21.0,8.9999999999999,6.0
455,21.0,12.0,6.0
456,18.0,12.0,6.0
457,18.0,8.9999999999999,6.0
458,21.0,8.9999999999999,9.0
459,21.0,12.0,9.0
460,18.0,12.0,9.0
461,18.0,8.9999999999999,9.0
462,21.0,9.0,12.0
463,21.0,12.0,12.0
464,18.0,12.0,12.0
465,18.0,8.9999999999999,12.0
466,42.0,12.0,0.0
467,39.0,12.0,0.0
468,39.0,9.0,0.0
469,42.0,12.0,3.0
470,39.0,12.0,3.0
471,39.0,9.0,3.0
472,42.0,12.0,6.0
473,39.0,12.0,6.0
474,39.0,9.0,6.0
475,42.0,12.0,9.0
476,39.0,12.0,9.0
477,39.0,9.0,9.0
478,42.0,12.0,12.0
479,39.0,12.0,12.0
480,39.0,9.0,12.0
481,0.0,27.0,0.0
482,3.0,30.0,0.0
483,0.0,30.0,0.0
484,-1.403248e-15,27.0,3.0
485,3.0,30.0,3.0
486,-3.0106588e-16,30.0,3.0
487,-1.11179647e-14,27.0,6.0
488,3.0,30.0,6.0
489,-9.83208556e-15,30.0,6.0
490,-2.08326814e-14,27.0,9.0
491,3.0,30.0,9.0
492,-1.93631052e-14,30.0,9.0
493,-3.05473981e-14,27.0,12.0
494,3.0,30.0,12.0
495,-2.88941249e-14,30.0,12.0
496,15.0,9.0,0.0
497,15.0,12.0,0.0
498,15.0,8.9999999999999,3.0
499,15.0,12.0,3.0
500,15.0,8.9999999999999,6.0
501,15.0,12.0,6.0
502,15.0,8.9999999999999,9.0
503,15.0,12.0,9.0
504,15.0,8.9999999999999,12.0
505,15.0,12.0,12.0
506,15.0,30.0,0.0
507,15.0,33.0,0.0
508,15.0,30.0,3.0
509,15.0,33.0,3.0
510,15.0,30.0,6.0
511,15.0,33.0,6.0
512,15.0,30.0,9.0
513,15.0,33.0,9.0
514,15.0,30.0,12.0
515,15.0,33.0,12.0
516,3.0,21.0,0.0
517,0.0,21.0,0.0
518,3.0,21.0,3.0
519,-3.60761224e-15,21.0,3.0
520,3.0,21.0,6.0
521,-1.3689723e-14,21.0,6.0
522,2.9999999999999,21.0,9.0
523,-2.37718337e-14,21.0,9.0
524,2.9999999999999,21.0,12.0
525,-3.38539445e-14,21.0,12.0
526,9.0,30.0,0.0
527,12.0,30.0,0.0
528,12.0,33.0,0.0
529,9.0,33.0,0.0
530,8.9999999999999,30.0,3.0
531,12.0,30.0,3.0
532,12.0,33.0,3.0
533,8.9999999999999,33.0,3.0
534,8.9999999999999,30.0,6.0
535,12.0,30.0,6.0
536,12.0,33.0,6.0
537,8.9999999999999,33.0,6.0
538,8.9999999999999,30.0,9.0
539,12.0,30.0,9.0
540,12.0,33.0,9.0
541,8.9999999999999,33.0,9.0
542,8.9999999999999,30.0,12.0
543,12.0,30.0,12.0
544,12.0,33.0,12.0
545,8.9999999999999,33.0,12.0
546,12.0,18.0,0.0
547,15.0,18.0,0.0
548,15.0,21.0,0.0
549,12.0,18.0,3.0
550,15.0,18.0,3.0
551,15.0,21.0,3.0
552,12.0,18.0,6.0
553,15.0,18.0,6.0
554,15.0,21.0,6.0
555,12.0,18.0,9.0
556,15.0,18.0,9.0
557,15.0,21.0,9.0
558,12.0,18.0,12.0
559,15.0,18.0,12.0
560,15.0,21.0,12.0
561,8.9999999999999,21.0,0.0
562,12.0,21.0,0.0
563,12.0,24.0,0.0
564,8.9999999999999,24.0,0.0
565,8.9999999999999,21.0,3.0
566,12.0,21.0,3.0
567,12.0,24.0,3.0
568,8.9999999999999,24.0,3.0
569,8.9999999999999,21.0,6.0
570,12.0,21.0,6.0
571,12.0,24.0,6.0
572,8.9999999999999,24.0,6.0
573,8.9999999999999,21.0,9.0
574,12.0,21.0,9.0
575,12.0,24.0,9.0
576,8.9999999999999,24.0,9.0
577,8.9999999999999,21.0,12.0
578,12.0,21.0,12.0
579,12.0,24.0,12.0
580,8.9999999999999,24.0,12.0
581,0.0,15.0,0.0
582,3.0,15.0,0.0
583,3.0,18.0,0.0
584,0.0,18.0,0.0
585,-5.81197648e-15,15.0,3.0
586,3.0,15.0,3.0
587,3.0,18.0,3.0
588,-4.70979436e-15,18.0,3.0
589,-1.62614813e-14,15.0,6.0
590,3.0,15.0,6.0
591,3.0,18.0,6.0
592,-1.49756021e-14,18.0,6.0
593,-2.6710986e-14,15.0,9.0
594,2.9999999999999,15.0,9.0
595,2.9999999999999,18.0,9.0
596,-2.52414099e-14,18.0,9.0
597,-3.71604908e-14,15.0,12.0
598,2.9999999999999,15.0,12.0
599,2.9999999999999,18.0,12.0
600,-3.55072176e-14,18.0,12.0
601,9.0,39.0,0.0
602,12.0,39.0,0.0
603,9.0,39.0,3.0
604,12.0,39.0,3.0
605,9.0,39.0,6.0
606,12.0,39.0,6.0
607,9.0,39.0,9.0
608,12.0,39.0,9.0
609,9.0,39.0,12.0
610,12.0,39.0,12.0
611,6.0,27.0,0.0
612,3.0,27.0,0.0
613,3.0,24.0,0.0
614,6.0,24.0,0.0
615,5.9999999999999,27.0,3.0
616,3.0,27.0,3.0
617,3.0,24.0,3.0
618,5.9999999999999,24.0,3.0
619,5.9999999999999,27.0,6.0
620,3.0,27.0,6.0
621,3.0,24.0,6.0
622,5.9999999999999,24.0,6.0
623,5.9999999999999,27.0,9.0
624,3.0,27.0,9.0
625,3.0,24.0,9.0
626,5.9999999999999,24.0,9.0
627,5.9999999999999,27.0,12.0
628,3.0,27.0,12.0
629,2.9999999999999,24.0,12.0
630,5.9999999999999,24.0,12.0
631,12.0,42.0,0.0
632,15.0,42.0,0.0
633,15.0,45.0,0.0
634,12.0,45.0,0.0
635,12.0,42.0,3.0
636,15.0,42.0,3.0
637,15.0,45.0,3.0
638,12.0,45.0,3.0
639,12.0,42.0,6.0
640,15.0,42.0,6.0
641,15.0,45.0,6.0
642,12.0,45.0,6.0
643,12.0,42.0,9.0
644,15.0,42.0,9.0
645,15.0,45.0,9.0
646,12.0,45.0,9.0
647,12.0,42.0,12.0
648,15.0,42.0,12.0
649,15.0,45.0,12.0
650,12.0,45.0,12.0
651,45.0,6.0,0.0
652,45.0,9.0,0.0
653,42.0,9.0,0.0
654,42.0,6.0,0.0
655,45.0,6.0,3.0
656,45.0,9.0,3.0
657,42.0,9.0,3.0
658,42.0,6.0,3.0
659,45.0,6.0,6.0
660,45.0,9.0,6.0
661,42.0,9.0,6.0
662,42.0,6.0,6.0
663,45.0,6.0,9.0
664,45.0,9.0,9.0
665,42.0,9.0,9.0
666,42.0,6.0,9.0
667,45.0,6.0,12.0
668,45.0,9.0,12.0
669,42.0,9.0,12.0
670,42.0,6.0,12.0
671,6.0,42.0,0.0
672,9.0,42.0,0.0
673,9.0,45.0,0.0
674,6.0,45.0,0.0
675,6.0,42.0,3.0
676,9.0,42.0,3.0
677,9.0,45.0,3.0
678,6.0,45.0,3.0
679,6.0,42.0,6.0
680,9.0,42.0,6.0
681,9.0,45.0,6.0
682,6.0,45.0,6.0
683,6.0,42.0,9.0
684,9.0,42.0,9.0
685,9.0,45.0,9.0
686,6.0,45.0,9.0
687,6.0,42.0,12.0
688,9.0,42.0,12.0
689,9.0,45.0,12.0
690,6.0,45.0,12.0
691,21.0,-2.13162821e-14,0.0
692,21.0,3.0,0.0
693,18.0,3.0,0.0
694,18.0,-2.13162821e-14,0.0
695,21.0,-4.77746083e-14,3.0
696,21.0,2.9999999999999,3.0
697,18.0,2.9999999999999,3.0
698,18.0,-4.52640703e-14,3.0
699,21.0,-6.96125565e-14,6.0
700,21.0,2.9999999999999,6.0
701,18.0,2.9999999999999,6.0
702,18.0,-6.95650482e-14,6.0
703,21.0,-9.14505046e-14,9.0
704,21.0,2.9999999999999,9.0
705,18.0,2.9999999999999,9.0
706,18.0,-9.38660261e-14,9.0
707,21.0,-1.13288453e-13,12.0
708,21.0,2.9999999999999,12.0
709,18.0,2.9999999999999,12.0
710,18.0,-1.18167004e-13,12.0
711,39.0,3.0,0.0
712,39.0,6.0,0.0
713,39.0,3.0,3.0
714,39.0,6.0,3.0
715,39.0,3.0,6.0
716,39.0,6.0,6.0
717,39.0,2.9999999999999,9.0
718,39.0,6.0,9.0
719,39.0,2.9999999999999,12.0
720,39.0,6.0,12.0
721,12.0,8.9999999999999,0.0
722,12.0,12.0,0.0
723,8.9999999999999,12.0,0.0
724,9.0,8.9999999999999,0.0
725,12.0,8.9999999999999,3.0
726,12.0,12.0,3.0
727,8.9999999999999,12.0,3.0
728,9.0,8.9999999999999,3.0
729,12.0,8.9999999999999,6.0
730,12.0,12.0,6.0
731,8.9999999999999,12.0,6.0
732,8.9999999999999,8.9999999999999,6.0
733,12.0,8.9999999999999,9.0
734,12.0,12.0,9.0
735,8.9999999999999,12.0,9.0
736,8.9999999999999,8.9999999999999,9.0
737,12.0,8.9999999999999,12.0
738,12.0,12.0,12.0
739,8.9999999999999,12.0,12.0
740,8.9999999999999,8.9999999999999,12.0
741,3.0,-3.55271368e-14,0.0
742,3.0,3.0,0.0
743,0.0,3.0,0.0
744,2.255140519e-17,-4.44262682e-15,0.0
745,3.0,-3.83957218e-14,3.0
746,3.0,2.9999999999999,3.0
747,-1.0220705e-14,2.9999999999999,3.0
748,-7.07767178e-15,-3.55361574e-14,3.0
749,3.0,-6.64853358e-14,6.0
750,3.0,2.9999999999999,6.0
751,-2.14049978e-14,2.9999999999999,6.0
752,-1.4177895e-14,-6.66296879e-14,6.0
753,3.0,-9.45749497e-14,9.0
754,3.0,2.9999999999999,9.0
755,-3.25892907e-14,2.9999999999999,9.0
756,-2.12781182e-14,-9.77232184e-14,9.0
757,3.0,-1.22664564e-13,12.0
758,3.0,2.9999999999999,12.0
759,-4.37735835e-14,2.9999999999999,12.0
760,-2.83783413e-14,-1.28816749e-13,12.0
761,36.0,3.0,0.0
762,36.0,6.0,0.0
763,33.0,6.0,0.0
764,33.0,3.0,0.0
765,36.0,3.0,3.0
766,36.0,6.0,3.0
767,33.0,5.9999999999999,3.0
768,33.0,2.9999999999999,3.0
769,36.0,2.9999999999999,6.0
770,36.0,6.0,6.0
771,33.0,5.9999999999999,6.0
772,33.0,2.9999999999999,6.0
773,36.0,2.9999999999999,9.0
774,36.0,6.0,9.0
775,33.0,5.9999999999999,9.0
776,33.0,2.9999999999999,9.0
777,36.0,2.9999999999999,12.0
778,36.0,6.0,12.0
779,33.0,5.9999999999999,12.0
780,33.0,2.9999999999999,12.0
781,12.0,42.0,15.0
782,42.0,12.0,15.0
783,12.0,39.0,15.0
784,42.0,9.0,15.0
785,9.0,42.0,15.0
786,39.0,12.0,15.0
787,12.0,36.0,15.0
788,6.0,42.0,15.0
789,39.0,9.0,15.0
790,9.0,39.0,15.0
791,36.0,12.0,15.0
792,42.0,6.0,15.0
793,36.0,9.0,15.0
794,33.0,12.0,15.0
795,9.0,36.0,15.0
796,39.0,6.0,15.0
797,6.0,39.0,15.0
798,42.0,3.0,15.0
799,3.0,42.0,15.0
800,12.0,33.0,15.0
801,3.0,39.0,15.0
802,6.0,36.0,15.0
803,39.0,3.0,15.0
804,36.0,6.0,15.0
805,12.0,30.0,15.0
806,33.0,9.0,15.0
807,9.0,33.0,15.0
808,30.0,12.0,15.0
809,9.0,30.0,15.0
810,33.0,6.0,15.0
811,6.0,33.0,15.0
812,12.0,27.0,15.0
813,27.0,12.0,15.0
814,3.0,36.0,15.0
815,36.0,3.0,15.0
816,30.0,9.0,15.0
817,24.0,12.0,15.0
818,6.0,30.0,15.0
819,12.0,24.0,15.0
820,9.0,27.0,15.0
821,3.0,33.0,15.0
822,27.0,9.0,15.0
823,30.0,6.0,15.0
824,33.0,3.0,15.0
825,21.0,12.0,15.0
826,6.0,27.0,15.0
827,12.0,21.0,15.0
828,30.0,3.0,15.0
829,3.0,30.0,15.0
830,9.0,24.0,15.0
831,24.0,9.0,15.0
832,27.0,6.0,15.0
833,12.0,18.0,15.0
834,21.0,9.0,15.0
835,6.0,24.0,15.0
836,24.0,6.0,15.0
837,27.0,3.0,15.0
838,18.0,12.0,15.0
839,9.0,21.0,15.0
840,3.0,27.0,15.0
841,18.0,9.0,15.0
842,21.0,6.0,15.0
843,8.9999999999999,18.0,15.0
844,3.0,24.0,15.0
845,24.0,3.0,15.0
846,6.0,21.0,15.0
847,12.0,15.0,15.0
848,15.0,12.0,15.0
849,21.0,3.0,15.0
850,12.0,12.0,15.0
851,15.0,9.0,15.0
852,3.0,21.0,15.0
853,18.0,6.0,15.0
854,6.0,18.0,15.0
855,8.9999999999999,15.0,15.0
856,12.0,9.0,15.0
857,15.0,6.0,15.0
858,5.9999999999999,15.0,15.0
859,8.9999999999999,12.0,15.0
860,18.0,3.0,15.0
861,3.0,18.0,15.0
862,15.0,3.0,15.0
863,9.0,8.9999999999999,15.0
